STATE,COUNTY,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
New York,Niagara County,209570,103105,106465,89009,91542,8063,8467,1149,1248,1615,1794,58,86,3211,3328,91965,94610,10152,10699,1758,1871,2359,2495,165,191,98599,101864,85556,88164,7528,7866,979,1055,1576,1764,41,43,2919,2972,88234,90899,9406,9840,1525,1592,2291,2438,142,138,4506,4601,3453,3378,535,601,170,193,39,30,17,43,292,356,3731,3711,746,859,233,279,68,57,23,53
New York,Oneida County,228347,114371,113976,95338,96699,9675,7900,594,502,5527,5514,158,166,3079,3195,98174,99646,11656,9977,1058,979,6369,6362,286,300,105118,105575,88811,90886,8151,6392,254,251,5397,5368,50,80,2455,2598,91063,93278,9655,8009,591,608,6184,6159,159,195,9253,8401,6527,5813,1524,1508,340,251,130,146,108,86,624,597,7111,6368,2001,1968,467,371,185,203,127,105
New York,Onondaga County,469812,228368,241444,179051,188345,28766,31443,2178,2436,9687,10313,151,128,8535,8779,186828,196290,34225,37126,3679,3993,12257,12915,368,361,213476,226634,169283,178804,25735,28187,1579,1853,9542,10186,69,79,7268,7525,175881,185606,30234,32915,2773,3105,11992,12661,247,272,14892,14810,9768,9541,3031,3256,599,583,145,127,82,49,1267,1254,10947,10684,3991,4211,906,888,265,254,121,89
New York,Ontario County,113012,55651,57361,51441,53182,1922,1806,241,212,783,968,30,28,1234,1165,52575,54254,2607,2457,473,446,1170,1300,81,83,52153,54084,48689,50587,1552,1482,131,126,755,939,13,10,1013,940,49612,51450,2084,1981,309,298,1118,1246,55,57,3498,3277,2752,2595,370,324,110,86,28,29,17,18,221,225,2963,2804,523,476,164,148,52,54,26,26
New York,Orange County,411767,205167,206600,157177,158309,31558,31279,2608,2424,6765,7472,280,285,6779,6831,163234,164369,36108,35973,4207,4059,8446,9087,495,490,152867,154803,117715,119297,23945,23582,441,480,6330,7054,66,65,4370,4325,121558,123078,26648,26321,1318,1393,7807,8442,211,199,52300,51797,39462,39012,7613,7697,2167,1944,435,418,214,220,2409,2506,41676,41291,9460,9652,2889,2666,639,645,284,291
New York,Orleans County,39686,19980,19706,17859,17821,1267,1016,201,196,129,146,22,7,502,520,18305,18309,1584,1344,331,309,227,236,39,31,18687,18602,16912,17012,1105,885,114,107,118,139,7,2,431,457,17293,17438,1372,1170,226,203,205,224,23,25,1293,1104,947,809,162,131,87,89,11,7,15,5,71,63,1012,871,212,174,105,106,22,12,16,6
New York,Oswego County,118305,59620,58685,56644,55928,999,792,326,307,422,535,34,25,1195,1098,57742,56953,1540,1293,652,609,822,877,76,68,57498,56572,54966,54228,798,617,250,238,406,516,23,17,1055,956,55937,55122,1253,1043,526,481,785,840,63,54,2122,2113,1678,1700,201,175,76,69,16,19,11,8,140,142,1805,1831,287,250,126,128,37,37,13,14
New York,Otsego County,60524,29336,31188,27061,28930,1067,876,108,81,499,716,16,33,585,552,27554,29421,1336,1126,310,254,687,888,62,66,27895,29755,25996,27813,866,710,70,61,479,689,13,25,471,457,26385,28220,1075,907,229,201,651,843,48,55,1441,1433,1065,1117,201,166,38,20,20,27,3,8,114,95,1169,1201,261,219,81,53,36,45,14,11
New York,Putnam County,98409,49419,48990,43943,43537,2870,2623,312,318,1130,1404,59,43,1105,1065,44928,44474,3383,3110,611,608,1509,1761,123,113,38260,38573,34594,34754,1825,1687,67,74,1033,1308,19,16,722,734,35224,35398,2117,1980,230,242,1360,1621,60,71,11159,10417,9349,8783,1045,936,245,244,97,96,40,27,383,331,9704,9076,1266,1130,381,366,149,140,63,42
New York,Queens County,2316841,1131885,1184956,534315,530693,224492,257594,20278,17963,313215,338256,2726,2922,36859,37528,558364,554744,247023,281350,29773,27630,331836,356976,5399,5683,799591,857661,271793,272755,189240,220167,4156,4329,308053,333165,1471,1593,24878,25652,286499,287731,203145,235296,9602,9934,323674,348759,3356,3576,332294,327295,262522,257938,35252,37427,16122,13634,5162,5091,1255,1329,11981,11876,271865,267013,43878,46054,20171,17696,8162,8217,2043,2107
New York,Rensselaer County,160749,80301,80448,67578,67626,7155,7463,328,334,2827,2643,57,57,2356,2325,69764,69784,8568,8895,698,678,3537,3327,143,143,74982,75209,63981,64139,6149,6374,172,194,2754,2567,25,30,1901,1905,65743,65902,7207,7485,446,449,3430,3210,95,105,5319,5239,3597,3487,1006,1089,156,140,73,76,32,27,455,420,4021,3882,1361,1410,252,229,107,117,48,38
New York,Richmond County,498212,243918,254294,171167,176653,26959,30091,2192,2134,37357,39307,313,237,5930,5872,176200,181560,30515,33701,3494,3460,39693,41572,547,483,195579,204820,133093,138205,21044,23383,393,342,36733,38597,86,87,4230,4206,136617,141648,23294,25695,1200,1191,38811,40608,240,258,48339,49474,38074,38448,5915,6708,1799,1792,624,710,227,150,1700,1666,39583,39912,7221,8006,2294,2269,882,964,307,225
New York,Rockland County,348144,172981,175163,135053,134510,21792,23020,1930,1754,10242,11633,275,294,3689,3952,138222,137894,24225,25690,2717,2654,11419,12845,477,516,134288,137957,104706,105282,17113,18749,228,189,9845,11258,38,48,2358,2431,106692,107309,18497,20218,641,661,10847,12253,164,183,38693,37206,30347,29228,4679,4271,1702,1565,397,375,237,246,1331,1521,31530,30585,5728,5472,2076,1993,572,592,313,333
New York,St. Lawrence County,106198,54287,51911,50249,49031,1776,693,597,629,720,666,54,29,891,863,51040,49804,2139,1028,883,906,1042,980,107,80,52633,50809,49051,48214,1514,600,530,544,699,652,29,11,810,788,49776,48919,1836,893,778,788,1008,957,75,59,1654,1102,1198,817,262,93,67,85,21,14,25,18,81,75,1264,885,303,135,105,118,34,23,32,21
New York,Saratoga County,240360,119266,121094,109152,111161,3100,2817,352,326,3952,4206,73,68,2637,2516,111617,113498,4156,3849,833,778,5197,5391,177,169,113996,116204,104912,107169,2665,2441,196,179,3890,4149,44,46,2289,2220,107060,109247,3502,3276,569,541,5087,5292,127,135,5270,4890,4240,3992,435,376,156,147,62,57,29,22,348,296,4557,4251,654,573,264,237,110,99,50,34
New York,Schenectady County,162261,79979,82282,58667,60926,11598,11668,665,649,5189,5251,311,246,3549,3542,61825,64058,13834,13935,1226,1209,6452,6496,469,408,72914,75217,54092,56508,10121,10005,435,422,5095,5142,226,200,2945,2940,56707,59100,11879,11788,867,869,6281,6310,354,328,7065,7065,4575,4418,1477,1663,230,227,94,109,85,46,604,602,5118,4958,1955,2147,359,340,171,186,115,80
New York,Schoharie County,30151,15174,14977,14336,14235,331,255,60,57,133,148,5,4,309,278,14610,14479,487,381,155,151,220,231,30,22,14499,14365,13798,13756,270,200,37,29,131,146,2,0,261,234,14032,13963,402,305,108,101,211,222,23,16,675,612,538,479,61,55,23,28,2,2,3,4,48,44,578,516,85,76,47,50,9,9,7,6
New York,Schuyler County,17121,8527,8594,8158,8199,121,96,43,33,50,74,5,3,150,189,8288,8361,204,190,86,86,89,140,13,10,8315,8396,7986,8055,112,72,30,30,49,68,5,3,133,168,8102,8200,183,157,66,72,86,129,13,10,212,198,172,144,9,24,13,3,1,6,0,0,17,21,186,161,21,33,20,14,3,11,0,0
New York,Seneca County,32650,16850,15800,15181,14907,1017,298,131,68,148,172,6,5,367,350,15519,15216,1248,503,216,159,224,255,17,21,15850,15191,14446,14440,863,228,99,50,137,163,5,4,300,306,14722,14711,1047,404,167,124,207,242,13,20,1000,609,735,467,154,70,32,18,11,9,1,1,67,44,797,505,201,99,49,35,17,13,4,1
New York,Steuben County,92015,46104,45911,43245,43438,922,644,177,156,796,824,22,16,942,833,44123,44210,1428,1086,406,378,1049,1028,56,56,44980,44977,42399,42739,837,580,103,93,771,804,11,6,859,755,43203,43442,1285,971,305,285,1016,1004,43,43,1124,934,846,699,85,64,74,63,25,20,11,10,83,78,920,768,143,115,101,93,33,24,13,13
New York,Suffolk County,1535909,761854,774055,624838,632220,73502,77122,7004,6373,38535,40321,963,939,17012,17080,639622,646827,83930,87844,11154,10725,44383,46099,1513,1482,572949,596661,463548,481123,59298,63463,1446,1601,36942,38468,207,233,11508,11773,473443,491048,65588,70150,3759,4214,42051,43512,577,604,188905,177394,161290,151097,14204,13659,5558,4772,1593,1853,756,706,5504,5307,166179,155779,18342,17694,7395,6511,2332,2587,936,878
New York,Sullivan County,80450,41856,38594,33713,32115,5328,3812,460,371,912,953,41,45,1402,1298,34974,33276,6249,4681,768,648,1214,1238,123,116,33102,30989,27021,26116,4173,2975,162,124,821,879,13,15,912,880,27835,26893,4735,3528,339,296,1073,1123,72,68,8754,7605,6692,5999,1155,837,298,247,91,74,28,30,490,418,7139,6383,1514,1153,429,352,141,115,51,48
New York,Tioga County,47574,23801,23773,22672,22793,381,260,83,64,211,253,17,10,437,393,23057,23137,590,461,209,175,344,370,48,35,23098,23217,22115,22350,332,230,57,52,208,246,11,7,375,332,22445,22638,506,395,159,141,332,354,35,30,703,556,557,443,49,30,26,12,3,7,6,3,62,61,612,499,84,66,50,34,12,16,13,5
New York,Tompkins County,105602,51654,53948,40903,43005,2452,2642,290,310,5977,5882,54,36,1978,2073,42709,44902,3281,3526,588,660,6986,6929,158,132,48245,50313,38394,40342,2099,2273,149,152,5899,5777,15,23,1689,1746,39942,41948,2740,2939,369,420,6852,6759,98,96,3409,3635,2509,2663,353,369,141,158,78,105,39,13,289,327,2767,2954,541,587,219,240,134,170,60,36
New York,Ulster County,182977,90968,92009,77150,79725,8094,5974,598,701,2093,2489,52,57,2981,3063,79866,82503,9885,7832,1252,1382,2964,3400,211,224,78664,80711,67620,70942,6591,4725,183,205,1987,2395,27,32,2256,2412,69669,73125,7860,6110,641,723,2781,3237,147,157,12304,11298,9530,8783,1503,1249,415,496,106,94,25,25,725,651,10197,9378,2025,1722,611,659,183,163,64,67
New York,Warren County,65288,32413,32875,30669,31245,619,476,119,112,319,413,11,8,676,621,31291,31811,947,777,313,290,508,597,44,49,31357,31806,29868,30421,553,395,73,60,302,404,7,4,554,522,30373,30897,812,640,225,203,478,577,35,34,1056,1069,801,824,66,81,46,52,17,9,4,4,122,99,918,914,135,137,88,87,30,20,9,15
New York,Washington County,59839,30496,29343,28543,28279,1186,269,123,109,177,243,16,11,451,432,28947,28664,1401,476,263,229,308,374,40,48,29397,28670,27754,27749,990,221,87,71,166,240,10,10,390,379,28103,28084,1170,396,203,179,289,362,32,43,1099,673,789,530,196,48,36,38,11,3,6,1,61,53,844,580,231,80,60,50,19,12,8,5
New York,Wayne County,90757,45533,45224,42086,42107,1622,1289,223,212,340,400,29,20,1233,1196,43258,43231,2404,2060,436,418,618,670,72,63,42624,42957,39703,40289,1444,1131,116,115,313,375,20,17,1028,1030,40677,41253,2071,1783,289,284,574,636,57,52,2909,2267,2383,1818,178,158,107,97,27,25,9,3,205,166,2581,1978,333,277,147,134,44,34,15,11
New York,Westchester County,1006447,490342,516105,354792,364407,80785,91211,6475,6479,33240,38447,786,764,14264,14797,367490,377415,89912,100844,9911,10164,37846,43240,1291,1324,349595,374404,245647,255154,62665,72254,633,674,31921,37062,180,179,8549,9081,253114,262956,67439,77466,2245,2546,35752,41058,486,526,140747,141701,109145,109253,18120,18957,5842,5805,1319,1385,606,585,5715,5716,114376,114459,22473,23378,7666,7618,2094,2182,805,798
New York,Wyoming County,39588,21284,18304,18959,17775,1810,97,128,63,110,101,8,19,269,249,19209,17993,1951,229,209,140,166,158,23,36,20168,17769,18143,17334,1624,89,80,41,104,98,7,12,210,195,18338,17499,1732,191,138,102,157,147,17,27,1116,535,816,441,186,8,48,22,6,3,1,7,59,54,871,494,219,38,71,38,9,11,6,9
New York,Yates County,24387,12028,12359,11597,11886,189,127,35,50,50,136,2,12,155,148,11743,12019,280,217,77,86,75,167,10,22,11713,12029,11331,11617,174,109,29,29,49,132,0,9,130,133,11452,11735,250,189,63,63,74,161,6,18,315,330,266,269,15,18,6,21,1,4,2,3,25,15,291,284,30,28,14,23,1,6,4,4
North Carolina,Alamance County,183040,87770,95270,62419,66338,19335,22302,1414,1500,2139,2269,97,122,2366,2739,64527,68756,20880,24199,2043,2218,2724,2914,242,276,72594,80805,50017,54705,18294,21283,326,372,2014,2148,39,38,1904,2259,51734,56724,19566,22872,733,882,2485,2693,140,143,15176,14465,12402,11633,1041,1019,1088,1128,125,121,58,84,462,480,12793,12032,1314,1327,1310,1336,239,221,102,133
North Carolina,Alexander County,36693,18772,17921,16692,16373,1354,783,123,120,220,261,14,16,369,368,17041,16714,1610,1037,206,205,270,316,21,25,17607,16879,15713,15485,1289,738,61,59,200,243,9,14,335,340,16029,15799,1520,972,137,134,245,297,16,23,1165,1042,979,888,65,45,62,61,20,18,5,2,34,28,1012,915,90,65,69,71,25,19,5,2
North Carolina,Alleghany County,11379,5743,5636,5335,5323,197,121,54,34,41,51,2,4,114,103,5438,5414,257,182,106,73,55,64,4,8,5018,5081,4715,4844,170,104,19,20,33,32,2,1,79,80,4790,4917,212,148,51,49,44,43,2,4,725,555,620,479,27,17,35,14,8,19,0,3,35,23,648,497,45,34,55,24,11,21,2,4
North Carolina,Anson County,22432,11695,10737,5558,5115,5538,5059,133,97,203,200,14,9,249,257,5794,5344,5705,5244,195,155,234,238,20,22,11018,10260,5053,4778,5473,5000,96,70,190,191,2,2,204,219,5246,4972,5609,5155,144,121,218,226,8,14,677,477,505,337,65,59,37,27,13,9,12,7,45,38,548,372,96,89,51,34,16,12,12,8
North Carolina,Ashe County,27266,13578,13688,13016,13241,187,122,81,73,86,69,17,7,191,176,13197,13404,278,212,165,139,112,98,22,15,12598,12919,12151,12545,144,96,49,53,77,66,11,3,166,156,12308,12688,219,175,125,112,101,95,15,9,980,769,865,696,43,26,32,20,9,3,6,4,25,20,889,716,59,37,40,27,11,3,7,6
North Carolina,Avery County,17811,9648,8163,8717,7778,629,129,109,47,75,71,8,10,110,128,8819,7892,682,191,153,91,96,101,12,20,8905,7680,8088,7358,609,102,51,36,63,61,4,6,90,117,8173,7462,652,158,87,76,80,90,7,15,743,483,629,420,20,27,58,11,12,10,4,4,20,11,646,430,30,33,66,15,16,11,5,5
North Carolina,Beaufort County,44576,21388,23188,15826,16571,4715,5750,269,231,142,162,20,20,416,454,16214,16976,4992,6066,382,337,194,230,35,41,19619,21353,14537,15209,4532,5570,96,81,114,132,5,6,335,355,14849,15526,4752,5820,185,164,159,187,18,19,1769,1835,1289,1362,183,180,173,150,28,30,15,14,81,99,1365,1450,240,246,197,173,35,43,17,22
North Carolina,Bertie County,16939,8607,8332,3126,3130,5177,4937,95,54,63,81,10,7,136,123,3236,3231,5268,5021,142,96,83,95,16,15,8326,8090,2945,2960,5130,4903,75,37,56,76,0,1,120,113,3045,3053,5211,4980,111,76,75,90,6,7,281,242,181,170,47,34,20,17,7,5,10,6,16,10,191,178,57,41,31,20,8,5,10,8
North Carolina,Bladen County,29777,14251,15526,8939,9229,4394,5256,497,567,60,94,12,15,349,365,9256,9535,4594,5478,605,694,119,158,34,43,12631,14160,7739,8257,4232,5096,332,439,41,68,6,6,281,294,7993,8502,4395,5275,410,537,93,125,25,28,1620,1366,1200,972,162,160,165,128,19,26,6,9,68,71,1263,1033,199,203,195,157,26,33,9,15
North Carolina,Brunswick County,167112,80051,87061,69538,75904,7462,7739,685,679,611,969,98,80,1657,1690,71024,77375,8300,8643,1339,1373,928,1287,162,141,75027,82247,65294,71947,7139,7344,484,495,561,907,57,42,1492,1512,66630,73263,7900,8150,1051,1110,858,1206,116,91,5024,4814,4244,3957,323,395,201,184,50,62,41,38,165,178,4394,4112,400,493,288,263,70,81,46,50
North Carolina,Buncombe County,279210,134419,144791,119943,129102,8232,8563,797,897,2019,2463,293,275,3135,3491,122836,132313,9893,10468,1868,2128,2690,3195,382,377,121523,132216,108393,118046,7792,8036,419,482,1910,2360,234,223,2775,3069,110959,120870,9270,9714,1333,1539,2529,3037,306,307,12896,12575,11550,11056,440,527,378,415,109,103,59,52,360,422,11877,11443,623,754,535,589,161,158,76,70
North Carolina,Burke County,88545,44190,44355,37152,38499,3286,2416,616,570,1777,1626,412,328,947,916,38018,39317,3820,2961,890,835,1974,1821,453,373,39994,40648,34133,35776,3085,2253,148,134,1667,1566,105,93,856,826,34921,36514,3568,2745,387,369,1848,1748,143,132,4196,3707,3019,2723,201,163,468,436,110,60,307,235,91,90,3097,2803,252,216,503,466,126,73,310,241
North Carolina,Cabarrus County,244925,120213,124712,80202,81196,25683,29489,1015,1094,9898,9251,160,192,3255,3490,83183,84367,27876,31872,1709,1903,10590,9970,266,314,103664,108399,67054,68435,23858,27606,341,346,9689,9067,57,82,2665,2863,69496,71039,25669,29569,853,967,10292,9692,135,170,16549,16313,13148,12761,1825,1883,674,748,209,184,103,110,590,627,13687,13328,2207,2303,856,936,298,278,131,144
North Carolina,Caldwell County,80739,40023,40716,36153,36920,2249,2181,317,286,344,404,58,51,902,874,36999,37729,2827,2755,553,528,468,519,94,84,36943,37893,33700,34707,2036,1978,109,101,303,375,10,14,785,718,34442,35368,2540,2455,304,299,414,471,40,37,3080,2823,2453,2213,213,203,208,185,41,29,48,37,117,156,2557,2361,287,300,249,229,54,48,54,47
North Carolina,Camden County,11184,5642,5542,4705,4649,602,562,34,32,104,98,6,9,191,192,4880,4816,718,679,74,88,148,139,14,17,5375,5283,4520,4455,561,527,19,29,99,95,6,7,170,170,4676,4603,662,630,53,78,142,132,13,14,267,259,185,194,41,35,15,3,5,3,0,2,21,22,204,213,56,49,21,10,6,7,1,3
North Carolina,Carteret County,70259,34513,35746,30919,32493,1894,1656,368,262,313,459,77,76,942,800,31786,33214,2370,2063,644,530,561,659,112,109,32518,33964,29454,31026,1765,1560,158,176,283,434,54,59,804,709,30193,31669,2166,1915,377,409,518,622,85,83,1995,1782,1465,1467,129,96,210,86,30,25,23,17,138,91,1593,1545,204,148,267,121,43,37,27,26
North Carolina,Caswell County,22363,11368,10995,7436,7219,3477,3340,120,112,77,91,5,9,253,224,7664,7401,3635,3483,190,182,119,134,21,23,10656,10451,6908,6810,3398,3292,55,60,72,84,4,6,219,199,7104,6974,3534,3420,113,120,113,124,18,15,712,544,528,409,79,48,65,52,5,7,1,3,34,25,560,427,101,63,77,62,6,10,3,8
North Carolina,Catawba County,167054,82206,84848,68011,70241,7400,7638,586,566,4040,4347,128,132,2041,1924,69942,72053,8789,8962,968,939,4399,4685,184,182,71728,74780,58848,61543,6863,7060,219,229,3954,4200,44,43,1800,1705,60547,63152,8088,8229,533,548,4298,4512,95,83,10478,10068,9163,8698,537,578,367,337,86,147,84,89,241,219,9395,8901,701,733,435,391,101,173,89,99
North Carolina,Chatham County,83874,40589,43285,33207,35277,4581,4963,677,683,1205,1390,78,85,841,887,33971,36080,5037,5472,920,938,1397,1590,118,119,34628,37534,28398,30585,4227,4655,129,153,1135,1330,24,28,715,783,29045,31294,4615,5099,321,372,1314,1514,60,58,5961,5751,4809,4692,354,308,548,530,70,60,54,57,126,104,4926,4786,422,373,599,566,83,76,58,61
North Carolina,Cherokee County,30373,14949,15424,13874,14320,296,283,263,276,96,118,12,5,408,422,14266,14712,441,432,498,539,130,152,23,16,14292,14818,13370,13883,261,244,208,208,86,110,8,2,359,371,13713,14230,382,368,421,444,118,141,18,10,657,606,504,437,35,39,55,68,10,8,4,3,49,51,553,482,59,64,77,95,12,11,5,6
North Carolina,Chowan County,13891,6641,7250,4345,4627,2024,2364,55,35,63,63,25,12,129,149,4464,4758,2105,2463,91,77,81,83,30,21,6341,6942,4150,4393,1977,2335,37,25,59,58,2,1,116,130,4256,4507,2049,2424,70,61,76,75,7,7,300,308,195,234,47,29,18,10,4,5,23,11,13,19,208,251,56,39,21,16,5,8,23,14
North Carolina,Clay County,12042,5914,6128,5572,5835,123,82,36,31,18,45,8,4,157,131,5713,5951,199,153,102,84,41,66,18,7,5620,5860,5349,5592,97,69,32,30,16,44,8,3,118,122,5455,5700,161,136,75,78,33,64,14,6,294,268,223,243,26,13,4,1,2,1,0,1,39,9,258,251,38,17,27,6,8,2,4,1
North Carolina,Cleveland County,102194,49644,52550,37697,39039,9924,11361,286,237,617,688,24,21,1096,1204,38700,40139,10711,12227,511,489,781,869,61,61,46710,49878,35269,36879,9707,11101,167,146,561,634,12,13,994,1105,36177,37890,10426,11899,359,371,720,803,46,48,2934,2672,2428,2160,217,260,119,91,56,54,12,8,102,99,2523,2249,285,328,152,118,61,66,15,13
North Carolina,Columbus County,50054,25008,25046,15582,15985,7695,7308,921,938,186,156,31,28,593,631,16081,16506,8026,7648,1168,1232,287,255,57,56,23426,23669,14470,15040,7519,7141,788,823,129,121,19,14,501,530,14882,15472,7811,7437,987,1066,220,206,43,35,1582,1377,1112,945,176,167,133,115,57,35,12,14,92,101,1199,1034,215,211,181,166,67,49,14,21
North Carolina,Craven County,104167,52094,52073,37973,37544,10186,10719,429,360,1527,1671,127,112,1852,1667,39579,38979,11267,11704,867,764,2126,2202,217,202,47418,48130,34335,34445,9734,10312,280,223,1448,1588,81,85,1540,1477,35676,35720,10637,11187,602,562,1990,2078,150,159,4676,3943,3638,3099,452,407,149,137,79,83,46,27,312,190,3903,3259,630,517,265,202,136,124,67,43
North Carolina,Cumberland County,338430,166870,171560,84825,79900,64830,72512,3184,3576,4378,5360,743,674,8910,9538,92413,87915,70593,78824,5603,6329,7079,8249,1323,1315,143523,149050,68131,64247,61243,68638,2265,2736,4098,5127,606,516,7180,7786,74252,70780,65895,73776,3991,4793,6411,7597,1050,1024,23347,22510,16694,15653,3587,3874,919,840,280,233,137,158,1730,1752,18161,17135,4698,5048,1612,1536,668,652,273,291
North Carolina,Currituck County,32278,16207,16071,14367,14205,1047,1007,143,114,204,258,12,19,434,468,14745,14614,1273,1262,276,251,319,384,34,41,15283,15114,13633,13465,962,928,110,84,184,231,6,11,388,395,13968,13810,1166,1141,220,194,297,340,26,29,924,957,734,740,85,79,33,30,20,27,6,8,46,73,777,804,107,121,56,57,22,44,8,12
North Carolina,Dare County,38183,18730,19453,17409,18170,601,483,140,144,180,263,20,13,380,380,17748,18506,797,689,288,292,247,325,36,24,17155,17963,16090,16916,502,411,68,63,141,216,16,11,338,346,16393,17223,677,596,193,196,205,274,31,22,1575,1490,1319,1254,99,72,72,81,39,47,4,2,42,34,1355,1283,120,93,95,96,42,51,5,2
North Carolina,Davidson County,177809,87438,90371,73225,74885,9525,10681,836,773,1762,2004,102,79,1988,1949,75069,76665,10678,11832,1413,1342,2175,2404,165,152,78572,81949,65903,68169,8896,9856,362,386,1612,1846,39,39,1760,1653,67534,69685,9930,10833,837,839,2008,2205,95,101,8866,8422,7322,6716,629,825,474,387,150,158,63,40,228,296,7535,6980,748,999,576,503,167,199,70,51
North Carolina,Davie County,45383,22214,23169,19796,20597,1486,1603,182,153,223,272,14,14,513,530,20269,21081,1838,1966,304,285,293,342,32,29,20211,21231,18140,18925,1385,1511,67,72,179,231,8,7,432,485,18535,19367,1686,1844,161,191,244,298,25,20,2003,1938,1656,1672,101,92,115,81,44,41,6,7,81,45,1734,1714,152,122,143,94,49,44,7,9
North Carolina,Duplin County,50539,24779,25760,17591,17585,5906,6916,441,438,241,205,146,137,454,479,17998,18001,6148,7189,618,617,304,278,169,160,18293,19872,12292,12781,5430,6492,103,110,132,132,22,13,314,344,12568,13078,5613,6691,210,233,181,185,39,30,6486,5888,5299,4804,476,424,338,328,109,73,124,124,140,135,5430,4923,535,498,408,384,123,93,130,130
North Carolina,Durham County,343628,165354,178274,93009,96820,53460,61894,2281,2340,11246,11611,255,258,5103,5351,97158,101090,56524,65212,3936,4196,12884,13280,442,465,135808,150545,69892,75351,50477,59270,448,474,10764,11076,86,97,4141,4277,73255,78745,52954,61898,1687,1869,12202,12505,224,253,29546,27729,23117,21469,2983,2624,1833,1866,482,535,169,161,962,1074,23903,22345,3570,3314,2249,2327,682,775,218,212
North Carolina,Edgecombe County,49124,23002,26122,9432,10022,12603,15329,231,190,251,114,35,54,450,413,9816,10362,12871,15583,374,345,332,185,72,77,21181,24543,8206,8869,12414,15103,102,90,73,93,9,40,377,348,8519,9151,12645,15319,218,214,146,156,42,62,1821,1579,1226,1153,189,226,129,100,178,21,26,14,73,65,1297,1211,226,264,156,131,186,29,30,15
North Carolina,Forsyth County,398143,189151,208992,126150,135011,49815,59250,2208,2325,5405,6442,417,375,5156,5589,130672,139854,53230,63014,3730,4116,6614,7720,593,584,157718,176820,102164,110461,45703,55056,560,621,5123,6176,172,153,3996,4353,105662,114228,48354,57985,1632,1914,6146,7248,296,298,31433,32172,23986,24550,4112,4194,1648,1704,282,266,245,222,1160,1236,25010,25626,4876,5029,2098,2202,468,472,297,286
North Carolina,Franklin County,79771,39620,40151,28207,27592,9534,10517,421,443,425,497,60,46,973,1056,29038,28474,10111,11157,732,814,640,711,108,95,34385,35555,24008,23986,9030,10037,173,219,362,449,12,11,800,853,24688,24695,9514,10558,414,500,551,635,49,50,5235,4596,4199,3606,504,480,248,224,63,48,48,35,173,203,4350,3779,597,599,318,314,89,76,59,45
North Carolina,Gaston County,242010,116922,125088,87470,91957,22820,26258,916,914,2296,2633,112,94,3308,3232,90538,94931,24954,28355,1781,1799,2925,3217,200,187,103605,111638,76518,80949,21546,24862,447,429,2217,2569,51,39,2826,2790,79138,83520,23387,26675,1127,1156,2793,3101,123,115,13317,13450,10952,11008,1274,1396,469,485,79,64,61,55,482,442,11400,11411,1567,1680,654,643,132,116,77,72
North Carolina,Gates County,10299,5100,5199,3373,3390,1492,1585,41,41,28,24,9,12,157,147,3501,3516,1584,1674,98,92,56,44,20,21,4983,5077,3295,3315,1472,1559,35,36,28,23,5,10,148,134,3415,3429,1560,1640,86,81,56,43,16,19,117,122,78,75,20,26,6,5,0,1,4,2,9,13,86,87,24,34,12,11,0,1,4,2
North Carolina,Graham County,8179,4141,4038,3590,3511,97,43,293,344,29,39,4,3,128,98,3708,3603,155,86,351,389,44,52,11,7,3985,3926,3493,3437,91,42,261,311,25,39,0,3,115,94,3599,3525,142,83,316,354,38,52,5,7,156,112,97,74,6,1,32,33,4,0,4,0,13,4,109,78,13,3,35,35,6,0,6,0
North Carolina,Granville County,61544,31212,30332,20282,19748,9453,9214,367,321,300,303,50,24,760,722,20936,20367,9910,9648,624,555,445,438,92,72,27327,26896,17287,17001,9047,8892,142,120,213,260,16,14,622,609,17824,17522,9433,9271,334,305,337,378,52,54,3885,3436,2995,2747,406,322,225,201,87,43,34,10,138,113,3112,2845,477,377,290,250,108,60,40,18
