STATE,COUNTY,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
North Carolina,Greene County,20671,11860,8811,6660,5248,4653,3054,271,195,55,79,27,31,194,204,6826,5441,4759,3178,348,256,83,102,41,39,9896,7444,5095,4248,4514,2940,89,39,43,53,4,7,151,157,5223,4395,4602,3035,147,84,61,73,17,15,1964,1367,1565,1000,139,114,182,156,12,26,23,24,43,47,1603,1046,157,143,201,172,22,29,24,24
North Carolina,Guilford County,558816,264885,293931,145067,155092,93211,109881,2229,2438,16565,17353,311,322,7502,8845,151346,162364,98333,116080,4523,5344,18558,19591,619,674,235835,264413,122566,132801,89454,105820,988,1189,16270,17022,147,180,6410,7401,127932,138854,93833,110991,2829,3506,18053,18995,393,459,29050,29518,22501,22291,3757,4061,1241,1249,295,331,164,142,1092,1444,23414,23510,4500,5089,1694,1838,505,596,226,215
North Carolina,Halifax County,46992,22595,24397,9169,9638,11804,13085,962,939,193,228,25,22,442,485,9535,10026,12074,13394,1121,1107,273,316,55,56,21682,23594,8645,9151,11639,12952,842,852,167,208,4,8,385,423,8959,9484,11883,13228,973,993,237,288,32,38,913,803,524,487,165,133,120,87,26,20,21,14,57,62,576,542,191,166,148,114,36,28,23,18
North Carolina,Harnett County,146096,72474,73622,51366,51562,15748,16341,1307,1420,1023,1293,196,140,2834,2866,53843,54021,17506,18157,2144,2317,1781,2037,336,264,60444,62220,41802,42828,14673,15213,603,601,886,1157,129,88,2351,2333,43861,44833,16147,16702,1243,1268,1544,1798,236,179,12030,11402,9564,8734,1075,1128,704,819,137,136,67,52,483,533,9982,9188,1359,1455,901,1049,237,239,100,85
North Carolina,Haywood County,63048,30761,32287,29086,30782,547,415,291,261,220,255,20,25,597,549,29636,31292,763,600,592,560,338,352,42,40,28909,30721,27536,29432,483,371,186,184,198,245,10,14,496,475,27995,29871,665,529,423,440,303,332,29,29,1852,1566,1550,1350,64,44,105,77,22,10,10,11,101,74,1641,1421,98,71,169,120,35,20,13,11
North Carolina,Henderson County,120771,58631,62140,53722,57315,2153,2026,547,409,707,917,196,163,1306,1310,54917,58514,2793,2676,1051,945,961,1155,255,217,50122,54351,46122,50195,1860,1816,202,208,632,857,153,135,1153,1140,47181,51242,2436,2387,631,650,864,1075,200,184,8509,7789,7600,7120,293,210,345,201,75,60,43,28,153,170,7736,7272,357,289,420,295,97,80,55,33
North Carolina,Hertford County,19169,9186,9983,3493,3414,5120,6084,190,180,147,92,23,6,213,207,3665,3585,5231,6192,279,278,195,124,42,19,8452,9441,3101,3136,4972,5959,96,105,105,69,0,3,178,169,3241,3274,5066,6049,168,185,145,94,18,14,734,542,392,278,148,125,94,75,42,23,23,3,35,38,424,311,165,143,111,93,50,30,24,5
North Carolina,Hoke County,55382,27290,28092,13395,12892,9771,10507,2106,2428,467,645,129,116,1422,1504,14586,14120,10646,11436,2580,2974,827,1019,207,193,22773,23636,10141,9745,9216,9897,1805,2135,386,582,77,61,1148,1216,11104,10734,9926,10656,2158,2551,698,897,137,121,4517,4456,3254,3147,555,610,301,293,81,63,52,55,274,288,3482,3386,720,780,422,423,129,122,70,72
North Carolina,Hyde County,4583,2590,1993,1602,1489,896,418,34,20,15,25,0,1,43,40,1639,1528,919,444,50,33,23,26,2,2,2368,1824,1432,1351,880,405,18,5,9,24,0,1,29,38,1457,1388,895,429,28,18,15,25,2,2,222,169,170,138,16,13,16,15,6,1,0,0,14,2,182,140,24,15,22,15,8,1,0,0
North Carolina,Iredell County,206361,102257,104104,83059,83750,12724,14003,755,605,3086,3068,121,69,2512,2609,85377,86130,14286,15621,1381,1313,3661,3633,203,152,91644,93867,74221,75161,11941,13212,289,274,2970,2970,51,25,2172,2225,76236,77196,13303,14604,790,840,3486,3470,117,92,10613,10237,8838,8589,783,791,466,331,116,98,70,44,340,384,9141,8934,983,1017,591,473,175,163,86,60
North Carolina,Jackson County,45281,22304,22977,18881,19533,688,551,1876,2043,264,276,20,10,575,564,19406,20058,903,750,2176,2352,372,367,41,34,20298,21140,17414,18183,593,493,1565,1722,232,246,11,6,483,490,17855,18637,774,671,1808,1986,329,328,31,27,2006,1837,1467,1350,95,58,311,321,32,30,9,4,92,74,1551,1421,129,79,368,366,43,39,10,7
North Carolina,Johnston County,249794,122384,127410,92549,94782,23317,25731,1428,1365,1578,1951,195,180,3317,3401,95554,97846,25287,27798,2500,2461,2339,2698,329,293,99804,105735,73890,76852,21350,23779,497,516,1405,1757,52,44,2610,2787,76259,79368,22924,25479,1255,1345,2047,2406,149,137,22580,21675,18659,17930,1967,1952,931,849,173,194,143,136,707,614,19295,18478,2363,2319,1245,1116,292,292,180,156
North Carolina,Jones County,9462,4667,4795,3224,3178,1218,1378,51,45,25,38,0,4,149,152,3356,3312,1314,1473,98,100,45,54,6,10,4357,4570,2994,3004,1187,1353,32,36,21,38,0,3,123,136,3104,3125,1268,1439,68,83,37,52,5,9,310,225,230,174,31,25,19,9,4,0,0,1,26,16,252,187,46,34,30,17,8,2,1,1
North Carolina,Lee County,68537,33955,34582,25645,25836,6232,6600,506,469,557,598,79,85,936,994,26458,26710,6803,7226,786,747,777,809,139,148,25818,27033,18687,19385,5643,6151,214,160,475,525,28,23,771,789,19356,20079,6117,6659,425,350,662,705,77,78,8137,7549,6958,6451,589,449,292,309,82,73,51,62,165,205,7102,6631,686,567,361,397,115,104,62,70
North Carolina,Lenoir County,55332,26228,29104,14982,15401,10169,12553,216,200,235,241,70,63,556,646,15448,15953,10519,12943,400,408,359,382,107,114,23363,26608,12724,13490,9919,12295,83,107,185,192,18,17,434,507,13086,13925,10197,12605,214,251,287,313,48,59,2865,2496,2258,1911,250,258,133,93,50,49,52,46,122,139,2362,2028,322,338,186,157,72,69,59,55
North Carolina,Lincoln County,97611,48616,48995,43638,43919,3220,3193,279,245,515,618,29,38,935,982,44492,44820,3753,3755,561,551,706,802,61,74,44188,44858,39758,40317,2977,2956,164,150,465,574,19,20,805,841,40499,41096,3449,3444,389,393,632,736,42,48,4428,4137,3880,3602,243,237,115,95,50,44,10,18,130,141,3993,3724,304,311,172,158,74,66,19,26
North Carolina,McDowell County,45269,22785,22484,20641,20788,1199,764,243,192,271,298,17,7,414,435,21017,21175,1414,986,415,388,330,350,31,27,20864,20902,19100,19478,1088,682,112,98,210,268,2,0,352,376,19419,19816,1281,880,254,260,256,312,12,17,1921,1582,1541,1310,111,82,131,94,61,30,15,7,62,59,1598,1359,133,106,161,128,74,38,19,10
North Carolina,Macon County,38717,18907,19810,17789,18705,415,332,195,182,173,241,25,12,310,338,18064,19010,554,485,341,335,226,299,38,29,16873,17742,16028,16863,317,244,107,120,151,214,4,7,266,294,16263,17129,441,380,229,250,196,263,14,21,2034,2068,1761,1842,98,88,88,62,22,27,21,5,44,44,1801,1881,113,105,112,85,30,36,24,8
North Carolina,Madison County,22352,11000,11352,10458,10892,232,129,79,71,52,86,14,10,165,164,10602,11042,295,195,170,152,79,110,23,18,10520,10978,10036,10564,223,114,53,53,48,83,13,10,147,154,10165,10704,280,173,134,131,72,107,19,18,480,374,422,328,9,15,26,18,4,3,1,0,18,10,437,338,15,22,36,21,7,3,4,0
North Carolina,Martin County,21523,10099,11424,5769,6255,3975,4825,68,85,78,72,27,26,182,161,5919,6395,4094,4921,130,142,111,92,33,37,9563,10920,5360,5895,3909,4753,40,45,73,66,7,6,174,155,5502,6030,4022,4847,102,98,104,85,13,17,536,504,409,360,66,72,28,40,5,6,20,20,8,6,417,365,72,74,28,44,7,7,20,20
North Carolina,Mecklenburg County,1206285,582671,623614,338926,344298,176604,211163,6389,6898,43945,42913,738,677,16069,17665,352683,359149,186979,222828,10978,12288,48841,48124,1357,1367,479650,521715,256212,263901,165694,199320,1559,1890,42865,41890,221,221,13099,14493,267408,276039,174057,208766,4955,6026,47097,46405,697,758,103021,101899,82714,80397,10910,11843,4830,5008,1080,1023,517,456,2970,3172,85275,83110,12922,14062,6023,6262,1744,1719,660,609
North Carolina,Mitchell County,15030,7477,7553,7099,7197,93,58,98,68,42,66,19,12,126,152,7208,7335,148,118,166,149,59,88,24,17,6934,7143,6680,6892,81,43,31,29,37,55,2,0,103,124,6769,7006,128,88,83,95,53,74,4,5,543,410,419,305,12,15,67,39,5,11,17,12,23,28,439,329,20,30,83,54,6,14,20,12
North Carolina,Montgomery County,26364,12945,13419,10004,10329,2136,2387,181,182,302,258,23,21,299,242,10259,10545,2312,2524,286,260,363,298,38,36,10707,11260,8114,8523,2009,2264,76,70,275,215,2,6,231,182,8314,8685,2149,2367,150,128,322,248,11,15,2238,2159,1890,1806,127,123,105,112,27,43,21,15,68,60,1945,1860,163,157,136,132,41,50,27,21
North Carolina,Moore County,108417,52921,55496,44436,46044,5339,6158,685,749,989,1116,105,111,1367,1318,45621,47179,6073,6860,1133,1182,1353,1449,171,183,48239,51233,40604,42596,5119,5966,452,482,880,1035,42,36,1142,1118,41598,43563,5732,6559,801,828,1197,1337,93,94,4682,4263,3832,3448,220,192,233,267,109,81,63,75,225,200,4023,3616,341,301,332,354,156,112,78,89
North Carolina,Nash County,97990,47197,50793,25805,26231,19111,22098,595,583,657,663,60,44,969,1174,26617,27205,19748,22896,908,950,845,878,110,104,42682,46603,22248,22990,18729,21665,309,379,550,575,22,14,824,980,22936,23800,19281,22338,560,669,710,755,61,65,4515,4190,3557,3241,382,433,286,204,107,88,38,30,145,194,3681,3405,467,558,348,281,135,123,49,39
North Carolina,New Hanover County,243333,115378,127955,96142,105445,13643,15880,765,1002,1748,2305,142,181,2938,3142,98729,108180,15191,17575,1724,2065,2679,3265,298,327,105667,117554,88178,97086,12860,15042,457,502,1620,2191,83,68,2469,2665,90357,99415,14150,16465,1200,1343,2439,3047,204,189,9711,10401,7964,8359,783,838,308,500,128,114,59,113,469,477,8372,8765,1041,1110,524,722,240,218,94,138
North Carolina,Northampton County,16580,7984,8596,3363,3499,4376,4807,69,56,33,43,4,2,139,189,3487,3662,4455,4908,122,129,52,77,13,13,7763,8375,3236,3371,4321,4756,52,39,29,37,2,0,123,172,3346,3519,4391,4845,97,105,47,68,9,11,221,221,127,128,55,51,17,17,4,6,2,2,16,17,141,143,64,63,25,24,5,9,4,2
North Carolina,Onslow County,212954,116287,96667,89763,73091,17106,14686,1259,970,2264,2565,398,308,5497,5047,94712,77624,20232,17664,2468,2063,4289,4389,766,615,98732,83293,75709,62605,15524,13417,700,537,2026,2371,275,232,4498,4131,79759,66323,18053,15816,1541,1310,3778,3948,555,478,17555,13374,14054,10486,1582,1269,559,433,238,194,123,76,999,916,14953,11301,2179,1848,927,753,511,441,211,137
North Carolina,Orange County,152877,73141,79736,55573,59804,8632,9958,600,543,6244,7026,74,73,2018,2332,57403,61913,9479,10941,1178,1208,7083,8003,155,165,64554,71796,48597,53264,7840,9328,211,255,6140,6893,23,39,1743,2017,50194,55099,8552,10157,658,775,6910,7790,87,118,8587,7940,6976,6540,792,630,389,288,104,133,51,34,275,315,7209,6814,927,784,520,433,173,213,68,47
North Carolina,Pamlico County,12550,6378,6172,4843,4933,1261,970,56,53,42,50,22,4,154,162,4986,5079,1358,1069,100,95,61,74,29,17,6032,5845,4568,4680,1226,938,52,46,38,47,20,4,128,130,4688,4798,1307,1019,87,75,52,67,26,16,346,327,275,253,35,32,4,7,4,3,2,0,26,32,298,281,51,50,13,20,9,7,3,1
North Carolina,Pasquotank County,41418,20234,21184,12109,12254,6942,7627,181,122,324,372,24,22,654,787,12676,12927,7352,8126,357,331,471,565,64,78,18944,19815,11244,11378,6753,7433,101,68,294,339,15,18,537,579,11710,11878,7096,7796,233,195,419,494,47,61,1290,1369,865,876,189,194,80,54,30,33,9,4,117,208,966,1049,256,330,124,136,52,71,17,17
North Carolina,Pender County,70077,35175,34902,29379,28899,4165,4211,394,457,297,444,51,34,889,857,30168,29639,4648,4672,737,788,464,625,98,82,31765,31730,26658,26391,3939,4064,193,144,201,387,20,24,754,720,27331,27016,4359,4458,461,403,346,548,59,65,3410,3172,2721,2508,226,147,201,313,96,57,31,10,135,137,2837,2623,289,214,276,385,118,77,39,17
North Carolina,Perquimans County,13460,6505,6955,5018,5182,1270,1500,34,38,39,50,5,4,139,181,5144,5341,1349,1608,84,100,59,81,10,14,6276,6701,4850,5017,1242,1470,31,27,28,44,2,3,123,140,4962,5141,1312,1555,74,66,46,69,7,13,229,254,168,165,28,30,3,11,11,6,3,1,16,41,182,200,37,53,10,34,13,12,3,1
North Carolina,Person County,40143,19448,20695,13741,14300,4928,5571,233,198,88,92,6,11,452,523,14152,14770,5258,5936,333,315,141,174,27,39,17874,19320,12479,13204,4785,5431,129,119,70,75,2,7,409,484,12852,13640,5086,5774,213,221,121,151,19,34,1574,1375,1262,1096,143,140,104,79,18,17,4,4,43,39,1300,1130,172,162,120,94,20,23,8,5
North Carolina,Pitt County,180783,84662,96121,50360,54688,29211,36063,680,548,2045,2247,145,140,2221,2435,52261,56752,30716,37699,1178,1165,2682,2956,244,259,77175,88636,44618,48851,28364,35181,267,294,1934,2121,69,57,1923,2132,46280,50665,29668,36611,655,801,2491,2765,147,155,7487,7485,5742,5837,847,882,413,254,111,126,76,83,298,303,5981,6087,1048,1088,523,364,191,191,97,104
North Carolina,Polk County,20320,9774,10546,8948,9704,446,429,86,72,95,121,7,3,192,217,9120,9895,565,546,139,141,131,171,16,14,9141,9942,8419,9202,424,401,53,41,73,104,6,3,166,191,8570,9369,526,505,97,102,104,149,15,12,633,604,529,502,22,28,33,31,22,17,1,0,26,26,550,526,39,41,42,39,27,22,1,2
North Carolina,Randolph County,148389,73558,74831,63933,65108,5614,5676,984,887,1215,1391,86,85,1726,1684,65539,66672,6652,6687,1544,1439,1476,1655,141,139,61999,64279,53888,56023,5150,5182,415,366,1108,1306,21,25,1417,1377,55224,57310,6024,6025,823,769,1329,1542,65,71,11559,10552,10045,9085,464,494,569,521,107,85,65,60,309,307,10315,9362,628,662,721,670,147,113,76,68
North Carolina,Richmond County,41990,20431,21559,12335,12749,6462,7077,752,750,231,285,39,44,612,654,12870,13324,6815,7422,980,1005,340,421,70,83,18579,19950,11011,11665,6277,6871,540,584,210,239,8,17,533,574,11484,12175,6589,7178,732,798,301,359,33,53,1852,1609,1324,1084,185,206,212,166,21,46,31,27,79,80,1386,1149,226,244,248,207,39,62,37,30
North Carolina,Robeson County,118624,56746,61878,17481,18579,13232,14775,23293,25613,497,492,154,150,2089,2269,19135,20360,14439,16097,24363,26816,821,848,254,243,49550,55086,12833,14203,12698,14290,21804,24301,410,421,54,53,1751,1818,14214,15625,13759,15397,22663,25224,681,710,125,119,7196,6792,4648,4376,534,485,1489,1312,87,71,100,97,338,451,4921,4735,680,700,1700,1592,140,138,129,124
North Carolina,Rockingham County,93517,45508,48009,35141,36570,8478,9390,320,279,311,398,58,79,1200,1293,36234,37757,9293,10248,653,657,488,598,108,138,41686,44557,31946,33689,8201,9149,190,158,268,368,26,35,1055,1158,32917,34761,8919,9924,471,475,423,555,67,88,3822,3452,3195,2881,277,241,130,121,43,30,32,44,145,135,3317,2996,374,324,182,182,65,43,41,50
North Carolina,Rowan County,153384,75965,77419,59740,60103,12815,13713,726,658,864,1019,135,147,1685,1779,61281,61726,13866,14841,1225,1201,1176,1362,211,226,65581,67926,51064,52206,12060,13011,251,212,764,924,32,36,1410,1537,52359,53622,12946,13995,637,648,1038,1229,90,98,10384,9493,8676,7897,755,702,475,446,100,95,103,111,275,242,8922,8104,920,846,588,553,138,133,121,128
North Carolina,Rutherford County,65587,31954,33633,27704,29168,3051,3202,166,130,215,265,37,29,781,839,28427,29941,3578,3775,373,357,330,391,69,62,29916,31605,25985,27402,2914,3081,99,97,190,241,21,13,707,771,26640,28113,3394,3612,277,296,298,358,47,44,2038,2028,1719,1766,137,121,67,33,25,24,16,16,74,68,1787,1828,184,163,96,61,32,33,22,18
North Carolina,Sampson County,60404,30164,30240,20199,20157,7424,7704,1326,1268,235,243,152,104,828,764,20929,20824,7901,8154,1654,1560,401,412,210,146,22540,23605,14307,14965,6920,7285,562,550,165,159,31,23,555,623,14798,15509,7256,7662,741,771,285,298,69,59,7624,6635,5892,5192,504,419,764,718,70,84,121,81,273,141,6131,5315,645,492,913,789,116,114,141,87
North Carolina,Scotland County,33898,17187,16711,7414,7296,6734,6310,2221,2375,190,161,19,13,609,556,7953,7780,7053,6605,2494,2634,299,263,51,38,16210,16023,6817,6908,6607,6206,2077,2214,180,157,14,7,515,531,7272,7370,6882,6487,2292,2462,277,255,42,31,977,688,597,388,127,104,144,161,10,4,5,6,94,25,681,410,171,118,202,172,22,8,9,7
North Carolina,Stanly County,67326,33605,33721,27645,27915,4247,4182,198,168,770,702,97,129,648,625,28245,28489,4690,4607,341,324,887,819,119,146,31288,31577,25760,26114,4068,4041,137,128,743,667,6,64,574,563,26292,26633,4463,4425,255,261,847,776,25,80,2317,2144,1885,1801,179,141,61,40,27,35,91,65,74,62,1953,1856,227,182,86,63,40,43,94,66
North Carolina,Stokes County,45857,22676,23181,21014,21535,1061,1006,127,109,101,125,11,15,362,391,21345,21892,1268,1234,274,251,145,187,20,25,21665,22204,20173,20715,977,936,90,78,89,115,6,8,330,352,20476,21039,1167,1148,215,199,130,170,14,16,1011,977,841,820,84,70,37,31,12,10,5,7,32,39,869,853,101,86,59,52,15,17,6,9
North Carolina,Surry County,71547,35095,36452,32322,33679,1543,1498,292,269,275,371,36,44,627,591,32892,34205,1903,1826,513,502,406,488,59,68,30279,31811,28152,29643,1292,1267,122,111,205,287,8,12,500,491,28608,30078,1582,1542,278,296,313,386,26,33,4816,4641,4170,4036,251,231,170,158,70,84,28,32,127,100,4284,4127,321,284,235,206,93,102,33,35
North Carolina,Swain County,13945,6756,7189,4148,4403,216,115,1972,2213,53,55,6,2,361,401,4488,4775,330,233,2213,2491,83,95,10,12,6258,6776,3906,4249,206,105,1780,2009,48,47,4,1,314,365,4200,4586,298,208,1993,2265,75,86,8,10,498,413,242,154,10,10,192,204,5,8,2,1,47,36,288,189,32,25,220,226,8,9,2,2
North Carolina,Transylvania County,34103,16622,17481,15387,16315,638,478,94,83,121,152,13,15,369,438,15721,16705,857,727,222,249,178,224,25,36,15604,16551,14458,15448,605,459,75,75,116,146,7,13,343,410,14767,15814,805,693,194,231,169,213,19,32,1018,930,929,867,33,19,19,8,5,6,6,2,26,28,954,891,52,34,28,18,9,11,6,4
North Carolina,Tyrrell County,3517,1906,1611,1158,1048,635,448,27,16,37,34,0,0,49,65,1202,1106,667,486,44,37,42,44,0,3,1693,1396,992,865,616,435,5,4,35,33,0,0,45,59,1032,920,645,468,21,23,40,41,0,3,213,215,166,183,19,13,22,12,2,1,0,0,4,6,170,186,22,18,23,14,2,3,0,0
North Carolina,Union County,263386,130739,132647,101931,102831,16873,17508,1001,1073,7728,7875,105,142,3101,3218,104790,105794,18601,19333,1833,1970,8602,8770,217,252,111688,114130,85602,87116,15463,16184,390,373,7587,7740,57,63,2589,2654,88001,89563,16905,17690,1016,1060,8370,8534,137,144,19051,18517,16329,15715,1410,1324,611,700,141,135,48,79,512,564,16789,16231,1696,1643,817,910,232,236,80,108
North Carolina,Vance County,42337,19820,22517,9182,9641,9749,11861,252,236,183,275,15,20,439,484,9563,10063,10035,12185,376,365,266,372,39,42,17540,20449,7461,8132,9484,11613,62,57,164,238,8,16,361,393,7770,8476,9726,11880,157,157,236,322,26,31,2280,2068,1721,1509,265,248,190,179,19,37,7,4,78,91,1793,1587,309,305,219,208,30,50,13,11
North Carolina,Wake County,1232444,603447,628997,400376,406867,116209,134298,5539,5381,63252,63044,532,555,17539,18852,416041,423478,125869,144993,10081,10536,70112,70245,1217,1333,530186,556115,342291,349595,108792,126422,1691,1773,62676,62412,211,245,14525,15668,355254,363399,116642,135115,5037,5686,68679,68755,710,823,73261,72882,58085,57272,7417,7876,3848,3608,576,632,321,310,3014,3184,60787,60079,9227,9878,5044,4850,1433,1490,507,510
North Carolina,Warren County,19081,9422,9659,4047,4008,4522,4734,535,566,79,94,4,2,235,255,4233,4211,4657,4896,633,660,124,144,18,20,8892,9220,3750,3737,4404,4643,462,519,74,83,3,2,199,236,3903,3922,4521,4795,545,606,112,130,15,20,530,439,297,271,118,91,73,47,5,11,1,0,36,19,330,289,136,101,88,54,12,14,3,0
North Carolina,Washington County,10654,5100,5554,2437,2650,2433,2706,56,45,20,33,2,3,152,117,2576,2760,2536,2783,97,79,37,45,8,6,4818,5371,2279,2537,2380,2682,18,17,19,33,2,3,120,99,2388,2629,2460,2748,50,45,33,43,8,6,282,183,158,113,53,24,38,28,1,0,0,0,32,18,188,131,76,35,47,34,4,2,0,0
North Carolina,Watauga County,54997,27425,27572,25513,25919,906,540,173,114,365,407,12,20,456,572,25926,26430,1084,783,359,336,489,580,27,47,25426,26126,24076,24692,544,473,97,68,333,380,9,8,367,505,24411,25145,692,681,236,257,438,542,20,32,1999,1446,1437,1227,362,67,76,46,32,27,3,12,89,67,1515,1285,392,102,123,79,51,38,7,15
North Carolina,Wayne County,120338,59705,60633,37858,36973,18465,20132,578,582,764,986,172,107,1868,1853,39452,38534,19578,21275,1051,1089,1385,1612,284,206,50534,51876,30398,29962,17624,19210,214,236,641,891,72,35,1585,1542,31751,31256,18579,20156,582,633,1192,1439,160,112,9171,8757,7460,7011,841,922,364,346,123,95,100,72,283,311,7701,7278,999,1119,469,456,193,173,124,94
North Carolina,Wilkes County,66186,32670,33516,29928,30927,1703,1449,157,162,247,229,40,78,595,671,30475,31536,2074,1888,337,358,329,339,66,99,29909,31073,27578,28827,1552,1330,77,85,225,204,13,45,464,582,28006,29357,1847,1714,206,248,290,301,33,64,2761,2443,2350,2100,151,119,80,77,22,25,27,33,131,89,2469,2179,227,174,131,110,39,38,33,35
North Carolina,Wilson County,79958,37921,42037,21686,22799,14425,17442,373,314,546,493,43,85,848,904,22429,23574,14975,18051,575,547,748,708,94,125,32275,36959,17081,18618,13855,16943,148,144,478,435,15,60,698,759,17696,19269,14309,17451,302,335,645,624,58,94,5646,5078,4605,4181,570,499,225,170,68,58,28,25,150,145,4733,4305,666,600,273,212,103,84,36,31
North Carolina,Yadkin County,37995,18885,19110,17462,17707,759,654,185,220,108,134,36,36,335,359,17777,18030,972,876,282,342,156,187,44,47,16309,16647,15272,15665,645,558,56,42,69,94,3,4,264,284,15522,15918,816,740,126,130,105,136,10,15,2576,2463,2190,2042,114,96,129,178,39,40,33,32,71,75,2255,2112,156,136,156,212,51,51,34,32
North Carolina,Yancey County,18993,9304,9689,8910,9295,134,90,71,83,33,54,32,22,124,145,9025,9423,204,177,117,135,51,75,34,27,8704,9123,8431,8838,100,64,33,42,28,49,2,3,110,127,8534,8952,161,138,74,87,44,69,4,7,600,566,479,457,34,26,38,41,5,5,30,19,14,18,491,471,43,39,43,48,7,6,30,20
